Geneid,phage__lbmm_t15__2,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t15__1,phage__lbmm_t10__1,phage__lbmm_t05__2,phage__lbmm_phage_t00__1,phage__lbmm_t05__1,phage__lbmm_t00__1,phage__lbmm_t10__2,phage__lbmm_phage_t15__2,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_t15__1,phage__lbmm_phage_t10__2,phage__lbmm_t00__2
b3665,125,269,540,351,356,158,233,218,266,127,278,857,349,238,218,450
b3666,5,2,117,86,69,11,24,36,21,2,7,9,66,51,2,15
b3667,43,46,125,93,69,22,44,53,23,25,71,24,75,50,31,32
b3668,47,68,114,107,61,23,58,54,59,22,96,52,87,56,42,20
b3669,169,113,252,276,182,82,148,117,135,57,316,209,213,169,100,122
b3670,13,4,299,149,136,2,87,96,75,9,31,70,234,67,27,20
b3671,147,61,1568,1096,1047,16,1340,846,1092,90,249,438,1763,560,191,259
b3672,0,2,30,37,10,4,12,9,17,2,1,3,18,10,3,4
b4618,2,0,3,0,4,4,3,4,1,4,0,1,0,4,1,10
b3673,74,99,82,98,35,79,105,33,123,22,115,175,55,62,45,66
b3674,18,65,391,353,292,35,14,40,11,171,39,72,85,204,295,60
b3675,2,16,23,17,9,0,5,5,1,5,32,24,16,9,9,12
b3676,9,17,29,31,17,9,5,10,6,13,28,21,10,9,20,13
b3677,26,57,122,100,88,41,36,72,34,23,57,78,99,73,69,47
b3678,13,30,50,40,36,8,17,28,13,23,38,84,50,26,23,33
b3679,0,1,27,11,12,5,8,18,6,4,12,25,22,6,8,7
b3680,7,21,43,19,30,5,9,25,10,14,10,31,40,15,22,14
b3681,3,17,24,32,15,19,11,16,10,6,16,24,20,10,20,14
b3682,2,3,2,9,3,0,3,11,0,1,11,1,1,2,6,4
b3683,3,4,4,3,3,1,2,17,0,2,8,1,7,4,3,4
b3684,16,13,43,24,24,17,14,34,20,15,21,45,37,16,19,26
b3685,125,280,1484,981,667,150,202,338,218,484,218,1188,586,519,777,655
b3686,16,10,71,68,26,13,28,17,31,5,15,38,25,40,13,16
b3687,7,14,94,148,43,4,29,31,47,4,10,19,45,60,11,9
b3688,97,133,430,281,297,109,96,138,58,151,123,248,192,258,217,197
b3689,147,256,675,399,386,172,113,204,89,228,243,434,409,233,298,237
b3690,12,19,48,41,29,9,14,18,11,13,30,44,39,19,17,30
b3691,5,10,21,15,9,10,3,15,6,6,20,38,15,4,6,11
b4478,14,13,68,25,41,9,11,30,15,12,7,98,51,9,10,32
b4477,7,7,59,37,30,9,12,28,12,7,16,71,45,20,18,27
b3693,8,19,114,52,44,14,18,28,24,7,30,66,37,30,24,39
b4479,35,77,422,217,249,68,88,134,71,58,64,211,237,152,96,92
b3696,17,35,71,41,27,9,25,37,18,7,34,49,45,24,30,33
b3697,670,1100,2026,1448,1117,674,347,559,304,758,1400,1267,1168,761,1231,617
b3698,51,57,259,139,135,47,123,104,110,25,124,149,227,86,40,111
b3699,5456,9939,8992,9599,4861,5087,4428,2674,4510,3323,12673,6934,5509,5017,6893,3128
b3700,1241,1129,684,1374,487,672,659,199,648,408,2192,556,391,717,881,334
b3701,1822,2355,2228,4143,1134,1163,1324,574,1461,755,4113,1538,1425,1685,1793,625
b3702,2324,2556,2201,3172,1498,1875,1612,870,1713,1006,3853,2492,1454,1983,1407,1313
b4757,6,0,0,1,3,4,10,3,0,3,0,0,0,1,0,3
b3703,371,763,336,370,192,277,361,130,348,129,1590,772,179,281,687,217
b3704,2969,1756,1316,2737,714,1530,1646,393,1840,680,4098,1446,815,1342,1200,1037
b4557,382,589,194,491,87,198,227,41,214,105,1214,320,128,187,406,75
b3705,4902,6156,3180,5625,1579,2938,3787,1137,3653,1602,11594,2368,2153,2651,4039,817
b3706,1063,1495,1127,1443,682,743,962,372,884,534,2154,1091,899,733,779,516
b3707,4,0,66,24,22,13,6,14,9,22,0,0,13,16,0,71
b3708,1500,5650,2391,2246,1458,3625,544,1130,549,1435,2178,26257,1616,1808,2203,11533
b3709,60,245,49,49,43,170,32,54,18,25,144,2440,69,54,49,805
b3710,36,27,26,38,57,49,25,33,27,28,45,73,21,57,18,56
b3711,57,165,289,196,88,67,46,69,47,40,204,244,158,78,136,81
b3712,110,326,756,597,387,169,72,240,74,201,327,458,490,301,400,225
b3713,131,169,636,500,298,126,45,145,50,121,285,328,262,214,261,141
b3714,1078,350,246,342,132,178,458,202,439,105,2816,184,291,130,264,93
b3715,99,60,146,114,52,37,44,75,35,29,234,123,131,50,87,50
b3716,39,62,59,63,32,23,33,52,17,12,130,59,34,24,40,32
b3717,66,148,256,171,125,60,56,88,56,53,149,193,139,86,151,78
b3718,35,119,192,136,102,51,111,233,63,55,141,112,142,98,88,76
b3719,26,51,61,67,50,25,48,89,22,23,80,61,30,32,39,32
b3720,11,18,42,30,17,18,11,25,7,15,31,42,30,17,15,22
b3721,17,35,92,84,65,19,26,124,17,18,45,71,65,46,39,24
b3722,35,36,48,78,52,36,39,167,4,26,97,39,34,37,33,43
b3723,40,37,175,92,98,16,71,78,55,50,95,61,39,52,79,36
b3724,135,189,1881,884,1055,127,403,375,436,155,256,552,676,518,396,302
b3725,128,279,1837,711,1142,128,534,374,534,160,252,475,690,408,281,248
b3726,58,85,574,174,379,60,252,172,259,31,100,124,298,103,41,72
b3727,20,43,144,55,100,25,108,94,120,5,41,34,137,25,23,34
b3728,44,64,344,128,208,37,165,395,251,28,78,111,687,68,46,38
b3729,2954,6177,7828,7343,5191,2755,3111,3253,3193,2129,6734,3890,6490,4099,4244,1565
b3730,3434,4910,6936,6010,3862,3430,3000,2885,2991,1737,7230,6706,5768,3380,3451,2585
b3731,1009,2090,3315,3158,1603,1028,1351,992,1093,753,2653,3233,2213,1481,2031,1516
b3732,7534,14222,23697,21973,11903,7054,9390,7340,9032,5675,19592,21449,15872,10205,13518,10648
b3733,9607,15670,23506,23409,13759,8292,12157,8727,11551,6554,21901,19031,16678,12217,13501,10653
b3734,12934,23511,32742,35789,16214,11458,16422,11799,16130,7742,36009,26438,23667,15917,20032,11865
b3735,2833,3784,5562,6153,2918,1979,3284,2030,3060,1550,6612,3599,4293,3016,3467,2014
b3736,11215,16671,21617,24631,11125,7034,13134,7421,12146,5640,30130,15839,16437,11518,14758,7364
b3737,946,1774,2107,2134,809,658,1088,635,1181,404,3089,1710,1332,976,1481,639
b3738,3725,4722,5905,7724,2616,1966,3050,2117,3478,1316,11649,4259,4126,3251,3946,1476
b3739,829,303,995,1056,415,296,542,265,514,176,1744,777,594,504,429,346
b3740,358,384,347,454,155,180,336,118,353,133,601,192,249,280,297,124
b3741,2257,2713,1987,2947,1148,1593,2069,815,1868,622,4203,1491,1369,1630,1205,616
b3742,1572,1377,2699,2515,1490,1062,1389,805,1455,597,2509,3032,1608,1418,1275,1757
b3743,58,82,125,85,55,37,66,102,66,30,137,105,116,42,76,53
b3744,319,1452,4379,2237,2991,1023,1553,2466,1437,511,721,2837,4875,1285,792,1165
b3745,112,569,1065,568,463,509,123,147,112,606,272,2435,250,307,880,905
b3746,113,1075,3500,1698,1677,776,154,378,164,1139,331,4288,864,1001,2206,2030
b3747,238,313,418,361,228,223,358,154,319,165,491,537,195,236,252,223
b3748,162,116,2886,1097,1332,154,1954,1377,1773,190,237,572,2291,645,343,438
b3749,319,33,3958,1965,2017,41,4257,2008,4066,399,624,1798,3572,1080,1061,982
b3750,176,81,2128,1081,1334,73,1491,1371,1344,137,360,809,2160,710,244,469
b3751,2397,3757,28412,17602,13735,2085,5844,11237,4612,1796,5326,10520,23776,9358,3210,4849
b3752,1273,822,9075,6258,4722,612,3679,4983,2996,830,2828,4873,9769,3294,1504,1987
b3753,62,36,466,415,212,56,146,294,128,42,124,307,618,201,82,142
b3754,19,109,232,111,128,69,39,91,33,64,51,244,113,80,108,149
b3755,247,840,1507,1027,1012,588,189,444,176,566,552,1159,764,673,916,638
b4480,129,253,968,448,539,128,117,473,107,170,250,886,867,257,277,348
b3764,1040,1125,2140,1903,1211,818,1340,744,1210,509,1866,2216,1332,1242,937,1332
b3765,31,73,145,140,90,48,44,91,28,40,55,170,122,63,87,77
b3766,4,18,155,55,31,11,10,30,9,7,11,13,62,23,14,12
b4669,1,0,31,7,5,2,8,9,8,0,0,0,12,8,0,4
b4488,49,143,1289,589,733,121,325,795,285,75,93,593,1490,298,137,283
b3769,9,15,335,128,97,23,24,55,20,17,17,83,169,35,32,24
b3770,149,359,2442,1270,1239,215,190,576,190,222,398,810,1332,639,505,350
b3771,146,227,1661,846,797,196,108,290,119,153,285,497,666,487,258,214
b3772,66,83,662,445,329,72,56,95,49,78,120,168,217,234,110,77
b3773,71,156,355,300,205,119,67,113,72,99,102,270,216,116,194,170
b3774,51,652,1837,1108,997,371,164,393,124,496,157,607,867,532,738,381
b3775,582,664,1357,1116,715,464,520,446,573,373,835,690,752,675,647,369
b3777,68,220,626,425,282,97,94,210,73,98,151,279,465,252,222,164
b3778,1409,1734,1863,2016,1076,950,1323,770,1388,536,2501,1357,1806,1020,1009,542
b3779,1497,2237,2424,2509,1122,1213,905,646,802,1001,3480,2515,1592,1150,2210,999
b3780,3651,5300,7006,6688,3565,3144,2440,2277,2373,2525,8704,5955,5140,3172,5316,2578
b3781,598,873,1788,1509,932,650,703,595,692,521,1209,1105,1374,774,885,642
b3782,378,408,1092,893,243,341,371,286,322,168,505,467,685,229,353,186
b3783,11858,15879,12821,14658,7158,8306,8997,6935,8539,4995,26606,11211,13546,7260,10356,4826
b3784,575,684,1236,1109,549,513,489,334,478,385,1187,1225,728,554,777,554
b3785,1082,1534,1708,1769,900,739,853,540,804,647,2406,1474,1312,887,1273,625
b3786,1273,1469,1536,1839,940,793,1007,500,951,641,2745,982,1032,1002,1181,457
b3787,848,1147,1173,1431,645,607,561,328,511,424,1771,461,743,771,834,208
b3788,630,1053,1042,1280,566,557,365,249,382,353,1549,451,502,595,750,239
b3789,766,1251,1114,1347,649,584,442,261,421,390,1605,697,553,681,866,387
b3790,137,297,336,340,122,123,120,63,87,78,307,228,139,148,216,85
b3791,783,1315,1286,1450,731,536,589,409,499,517,1811,1251,892,748,1019,586
b3792,367,388,504,578,229,181,245,161,229,186,697,536,346,304,387,203
b4481,217,124,265,357,175,81,147,115,129,124,347,184,223,176,226,96
b3793,154,93,171,306,100,84,93,67,87,74,393,101,120,170,228,55
b3794,235,172,448,418,197,150,173,139,143,116,478,253,265,220,346,118
b3795,237,342,1127,849,627,194,399,423,373,114,346,289,966,375,235,185
b3800,23,23,70,63,44,15,24,26,17,27,31,51,33,34,33,29
b3801,32,59,125,93,52,41,22,56,22,22,65,99,65,56,42,74
b3802,750,1066,2218,1718,1173,638,495,645,497,619,1388,1275,1343,1059,1096,537
b3803,648,1137,2504,1518,1323,722,520,761,435,716,1410,2224,1506,907,1276,1008
b3804,549,1116,2368,1596,1268,681,420,677,399,646,1325,2582,1715,773,1361,1071
b3805,450,1054,2354,1539,1396,673,448,798,403,695,944,1748,1436,838,1286,917
b3806,1253,4950,4134,2998,2434,3250,826,1873,848,1370,2696,4665,3675,1610,2401,2385
b3807,60,96,128,140,91,69,96,67,92,53,127,129,136,94,70,80
b3808,3,5,27,18,28,18,6,27,6,9,5,19,14,12,16,12
b4558,51,98,333,267,169,86,54,101,62,77,88,117,197,87,106,84
b3809,654,1225,2573,2080,1239,666,530,723,453,687,1555,2503,1757,938,1446,1078
b3810,490,866,1572,1233,816,485,308,487,263,450,1332,1758,1131,559,1050,627
b3811,1165,1283,2916,2073,1862,925,673,981,659,1035,2227,2475,2261,1248,1574,1063
b3812,282,251,513,435,303,132,155,170,138,181,459,365,421,256,259,134
b3813,2165,2932,3922,3925,2439,1575,1430,1224,1299,1257,4015,2749,2382,1987,2373,1262
b4482,10,46,52,42,28,23,19,42,11,5,23,61,40,25,25,26
b3816,786,1057,1962,1462,1111,796,920,981,897,405,1825,1352,1737,808,716,699
b3817,12,35,77,57,38,15,15,22,16,17,55,67,51,25,35,16
b3818,4,21,13,20,3,4,4,5,3,4,9,9,9,8,7,3
b3819,59,60,90,97,63,46,47,45,56,21,139,130,90,37,48,35
b3820,46,25,69,87,42,13,106,100,80,8,171,23,168,54,20,16
b3821,529,479,492,557,267,342,333,217,318,204,1082,559,359,288,294,283
b3822,468,539,379,521,225,354,307,159,324,175,902,518,294,243,372,195
b3823,35,37,114,80,43,41,12,24,18,23,88,89,55,23,65,29
b3824,21,46,99,49,44,18,8,41,7,24,35,52,69,25,54,29
b3825,345,548,801,636,479,325,224,245,232,282,574,909,502,323,486,428
b3826,169,285,395,321,240,204,116,117,84,167,452,412,267,152,279,157
b3827,16,24,40,44,20,15,16,11,16,21,39,35,28,19,17,14
b3828,40,111,115,131,96,55,59,78,63,48,114,118,141,73,103,68
b3829,55,95,243,227,113,74,61,56,83,55,136,190,148,88,128,116
b3830,52,54,548,259,385,18,56,181,49,86,93,209,411,145,111,146
b3831,1386,2381,33156,24174,17814,1562,3820,6569,3811,3199,3015,7418,13307,13519,5309,3727
b3832,468,528,4578,3497,1970,292,1274,782,1145,660,1033,2518,2158,1670,1403,1109
b3833,857,1311,2410,2247,1464,721,870,961,794,622,1797,2052,1702,1186,1205,924
b3834,452,555,1328,1261,759,321,403,369,335,294,881,961,857,678,605,496
b3835,696,1060,1899,1950,1141,635,535,669,523,582,1514,1571,1267,1154,1235,633
b3836,707,1842,3861,2745,1756,959,613,759,584,1055,1968,2076,1984,1276,2166,896
b3838,816,1451,2761,2116,1300,827,591,631,568,866,1494,1919,1374,1120,1678,995
b3839,350,409,608,602,306,293,238,160,248,274,670,806,326,339,446,337
b4483,119,162,297,278,181,132,101,124,110,125,264,332,231,163,199,131
b3842,123,73,146,123,53,68,140,45,148,32,192,308,78,96,67,111
b3843,1381,2063,3872,3665,1915,965,1291,1257,1258,896,3744,2897,2897,1755,1954,1221
b3844,1185,1461,2969,2605,1755,750,890,975,866,741,2840,2130,1860,1408,1471,1391
b3845,4,5,91,45,52,10,18,43,15,3,29,36,90,32,6,20
b3846,26,12,368,208,165,17,68,236,60,21,105,101,469,83,35,76
b3847,2072,4351,9416,7376,5566,2804,1251,2719,1249,2533,4780,6387,5123,4052,4591,2769
b3848,204,418,972,667,541,251,143,215,143,215,569,724,509,344,511,380
b3849,265,469,675,593,328,231,194,216,220,179,486,683,452,296,420,230
b3850,272,469,918,711,499,219,217,283,288,286,584,549,579,443,518,287
b3856,68,225,616,295,287,127,123,207,107,115,186,625,416,171,207,266
b3857,36,118,262,222,135,54,60,141,46,58,93,241,256,88,128,119
b3858,162,286,824,532,509,228,108,220,119,200,298,357,383,564,460,200
b3859,1382,1597,2559,2094,1265,971,734,887,667,653,2737,1809,1968,957,1246,693
b3860,976,1476,2433,1973,1324,766,848,848,864,703,2318,1200,1536,1193,1539,618
b3861,114,197,223,227,145,108,87,167,59,76,270,196,168,95,175,100
b3862,164,137,142,180,43,118,106,45,106,37,287,280,77,75,88,100
b3863,2147,3295,8218,5541,4894,2060,1645,2424,1608,2609,5004,5822,4689,3337,4364,2883
b3865,616,910,1410,1125,811,543,410,453,362,535,1180,799,797,677,963,457
b3866,1043,1403,1385,1253,824,767,1590,636,1357,573,1827,1529,1091,819,1085,931
b3867,1165,1754,2388,1819,1303,1053,712,735,653,951,2288,1932,1379,1124,1653,921
b4686,33,32,103,95,42,47,48,28,57,18,57,26,53,43,28,38
b3868,982,1197,1889,2914,1302,796,307,379,304,972,1948,545,686,1334,1565,329
b3869,311,392,997,1213,612,310,172,213,182,308,599,334,384,602,705,150
b3870,1881,2686,5092,6383,3467,2277,854,1143,822,1626,4285,8421,2156,3508,3137,3080
b3871,8590,12022,6964,8783,4075,5847,7225,3460,6949,4678,19874,3198,6675,4386,9869,1446
b3872,51,25,414,233,229,8,549,209,496,137,138,112,347,138,182,65
b3873,83,19,576,302,342,21,721,449,680,106,201,230,736,181,227,81
b3874,37,17,227,139,119,15,221,222,158,15,54,83,393,97,29,42
b3875,5,36,35,15,12,15,13,45,17,10,14,18,28,11,16,16
b3876,7,20,12,24,20,10,13,28,3,5,20,12,8,16,18,22
b3877,16,45,45,53,38,22,24,87,3,6,35,19,20,34,15,34
b3878,21,39,47,62,29,23,19,47,11,14,26,17,26,17,35,21
b3879,2,3,17,11,7,5,1,3,2,1,7,15,10,3,5,1
b3880,14,37,91,86,41,13,13,23,4,18,32,72,57,35,20,29
b3881,7,16,40,35,24,9,4,19,8,6,23,35,18,20,24,23
b3882,4,1,29,19,18,2,0,9,6,2,2,16,12,11,9,9
b3883,12,23,147,64,63,22,8,23,14,22,32,74,45,54,58,50
b3884,108,176,839,534,487,108,209,245,284,200,232,703,418,335,273,367
b3885,70,188,1058,642,562,125,116,278,106,206,179,576,545,321,384,336
b3886,165,284,1374,860,567,183,154,323,147,280,413,1304,678,391,651,392
b3887,283,717,2597,1421,878,218,189,524,149,292,977,2167,1775,529,938,475
b3888,429,420,2000,1087,1260,366,283,708,229,378,786,1433,1482,708,552,722
b3889,24,13,46,34,49,22,23,35,18,8,42,44,36,25,6,40
b3890,28,15,70,61,54,25,21,43,24,33,31,43,65,44,25,46
b3891,631,2364,3505,3791,1589,970,776,615,825,514,2399,3183,1664,1536,1563,1059
b3892,707,2700,6466,5595,3003,1100,925,1023,928,575,2295,4749,2856,2214,1502,1638
b3893,3139,8768,22736,19250,13203,4938,4541,4821,4093,2120,8569,17449,9962,10168,4952,7997
b3894,9906,17357,57498,47409,32697,9555,12037,14783,11284,4966,25939,36618,30307,24829,11199,19090
b3895,206,303,595,467,327,164,167,198,170,131,425,463,356,212,303,241
b3896,76,139,108,110,65,46,49,113,47,30,146,136,126,71,58,57
b3897,12,25,36,39,20,11,14,35,14,11,36,70,22,16,26,13
b3898,11,48,83,58,41,12,31,69,24,27,82,73,65,25,39,43
b3899,6,9,16,14,7,7,4,10,2,2,5,10,9,7,0,10
b3900,3,1,6,14,5,2,6,10,1,4,8,16,1,2,7,9
b3901,0,1,7,12,5,0,1,6,0,2,5,0,1,1,0,0
b3902,19,17,40,46,24,9,9,32,10,14,29,21,23,15,4,10
b3903,3,8,20,9,12,4,6,15,2,5,8,10,20,6,9,4
b3904,4,2,11,14,5,6,6,11,1,1,22,3,7,10,9,5
b3905,2,10,23,31,13,13,7,17,5,10,7,22,7,21,14,11
b3906,1,8,54,21,28,3,9,10,7,19,9,26,15,28,35,18
b3907,9,27,74,46,31,15,17,82,13,13,22,27,46,27,21,40
b3908,497,1529,6896,4258,3558,915,1871,2203,1730,511,1005,2758,4658,2193,968,1471
b3909,17,26,77,48,44,16,45,35,25,13,21,50,66,23,22,36
b3910,218,486,1230,766,781,313,183,393,156,385,527,802,770,451,626,504
b3911,711,1249,1945,1613,1073,724,611,676,537,740,1418,1730,1354,915,1173,830
b3912,331,650,1346,922,738,318,264,504,236,343,713,744,895,578,567,407
b4484,615,322,305,553,169,192,45,80,38,86,1019,192,188,247,177,87
b3915,575,955,2672,1916,1254,599,467,639,524,640,1387,1761,1498,874,1148,781
b3916,2292,6009,9563,6092,6083,4496,1631,2108,1875,6033,4227,11009,3894,4585,9272,5063
b3917,44,145,205,207,86,90,53,83,61,79,101,483,103,84,165,206
b3918,160,235,496,348,268,173,233,255,242,84,314,286,470,167,170,120
b3919,2435,3169,5295,4386,2683,2047,810,1199,778,2407,4624,3508,2265,2705,4559,1545
b3920,103,273,625,446,315,153,169,297,169,135,238,459,496,178,288,198
b3921,31,46,132,95,69,50,47,92,50,36,68,152,134,64,53,70
b3922,70,219,738,403,369,133,60,165,58,180,146,551,328,275,252,241
b3923,95,346,768,425,364,163,59,192,78,185,258,789,395,273,405,308
b3924,189,561,1187,839,721,350,191,384,177,325,464,812,924,475,507,422
b3925,923,648,1024,1377,584,543,229,182,220,551,1511,1352,365,775,912,743
b3926,4665,2581,5368,11747,2571,1606,320,798,317,2626,11461,14585,1541,5826,5405,6841
b3927,1634,181,3026,5400,1548,87,200,199,171,1557,4380,3172,422,2458,3281,1659
b3928,3274,5962,16664,11802,9695,3387,2801,4328,2627,3390,6841,8229,8295,7575,5871,4346
b3929,3649,10129,21176,15700,12689,6112,2669,4645,2761,8667,7981,10707,8326,9964,14576,5698
b3930,214,229,334,334,180,136,225,114,245,93,364,297,190,173,231,169
b3931,1532,1817,4789,5721,2985,912,2283,1512,2288,546,3220,1645,2675,3082,1023,961
b3932,310,334,1275,1610,587,137,453,304,500,97,848,405,752,658,201,131
b3933,634,622,2213,1686,1171,422,822,815,815,497,1328,2576,1651,909,1048,1016
b3934,869,501,5909,4460,2968,256,1584,1645,1428,1396,2204,4108,3666,2050,2839,1726
b3935,314,352,352,407,201,193,227,118,200,117,605,327,218,228,197,91
b3936,1179,1853,1977,2558,1052,1119,1350,761,1384,747,2569,1850,1248,1481,1717,997
b3937,72,61,89,126,43,42,60,38,75,30,160,171,76,48,69,87
b3938,1603,2370,2513,2455,1295,1249,1633,951,1809,998,3825,2764,1848,1367,2130,1127
b3939,541,943,1721,1295,976,628,704,853,703,412,1264,1548,1765,628,916,690
b3940,723,1030,2459,2016,1467,587,761,830,752,529,1358,1129,1792,1025,1128,638
b3941,19,42,69,72,30,19,18,24,13,20,57,36,45,31,36,21
b3942,4111,13537,21354,15204,12618,9735,718,2306,742,7265,6679,17437,5115,9744,10210,8685
b3943,73,206,196,164,84,170,32,36,27,110,115,165,60,88,117,86
b3944,10,16,21,20,8,9,10,15,6,7,26,26,6,9,8,15
b3945,98,237,513,401,230,132,15,44,7,221,178,446,126,241,346,214
b3946,67,130,101,138,80,77,10,28,12,57,107,226,60,142,72,94
b3947,41,42,154,171,114,33,10,38,11,46,71,251,46,102,81,118
b3949,17,27,79,109,42,12,22,41,15,21,40,179,37,42,53,44
b3950,14,23,115,101,71,5,14,44,14,13,31,90,69,46,28,51
b3951,51,50,225,189,123,47,49,91,44,44,65,241,154,128,63,113
b3952,24,42,118,106,83,25,32,43,25,19,58,129,106,52,67,70
b3953,8,14,47,27,25,9,11,12,4,6,23,26,37,18,8,14
b3954,40,95,186,118,84,36,22,68,23,39,76,123,112,82,56,65
b3955,707,966,937,1084,569,495,641,445,634,360,1502,639,791,496,774,255
b3956,1959,4085,15813,8446,8316,2472,1049,4627,1086,3891,5048,7148,10023,4537,6760,3144
b3957,81,148,791,341,439,118,43,274,70,158,172,315,425,222,197,169
b3958,37,142,140,82,105,50,11,101,18,22,107,140,138,62,67,72
b3959,69,237,540,274,314,111,68,199,84,94,180,340,410,137,238,157
b3960,131,289,654,440,473,176,87,216,111,146,233,346,449,267,340,185
b3961,546,1143,2437,1679,1420,688,407,711,432,815,1173,1649,1355,900,1455,912
b3962,1067,1193,2867,2999,1509,575,601,2016,537,437,3657,2634,3923,1341,920,1362
b3963,1195,1440,6454,5155,3676,979,1152,1764,1085,1684,2037,3557,3404,3236,2476,2057
b3964,154,475,1272,1144,480,133,125,223,127,197,649,1202,619,458,801,286
b3965,1340,1440,1013,1562,543,814,1110,348,1045,393,2875,1376,663,840,828,567
b3966,1564,2155,4122,3647,2419,1219,1076,1224,1037,1249,3263,2654,2438,2161,2097,1313
b3967,629,1178,1584,1345,835,784,593,497,619,607,1309,1650,934,784,1235,812
b3972,1117,1564,1875,1599,864,836,814,842,718,539,2574,1818,1294,696,1012,705
b3973,887,1359,1421,1416,737,677,630,556,552,427,2005,1018,1071,738,805,354
b3974,1278,1439,3158,2862,1590,780,1440,1480,1382,790,2984,2645,2644,1421,1800,963
b3980,6733,13391,15673,16764,6714,6087,7827,4440,9367,4106,20143,16709,10274,6735,11505,5844
b3981,1977,3252,2052,2700,1053,1108,1832,692,1826,703,6543,2740,1422,1341,2442,808
b3982,5154,5456,5362,7756,2872,3175,4697,1787,4768,1816,9162,3241,4109,3565,3703,1706
b3983,5399,9537,6159,10070,3516,4109,7078,3135,7083,3146,14015,11858,5076,5455,9030,5528
b3984,18129,24691,19054,30022,10961,12889,23637,10419,22986,11932,35947,29535,19447,16612,23974,18380
b3985,22727,41626,36335,39819,17213,20599,29382,17845,30434,14569,59753,54736,39437,17286,38279,25110
b3986,6049,11567,10728,10145,4936,6009,8214,5265,8594,3907,15776,16542,10641,4824,10535,6390
b3987,39413,60061,59403,67452,31910,29090,38508,22608,37637,22929,93296,56438,46263,32381,53595,28111
b3988,23044,40236,53682,47500,29674,22011,28938,19974,27559,16973,56997,55796,39249,24217,40109,26254
b3989,109,192,289,284,92,81,104,88,112,73,183,201,231,142,198,99
b3990,25,72,134,91,74,47,57,62,50,34,100,115,84,57,39,67
b3991,19,23,51,34,25,14,13,21,15,6,13,29,21,12,18,20
b4407,2,8,19,15,13,5,8,4,6,8,6,18,8,8,10,3
b3992,14,23,50,34,22,12,15,10,12,17,32,34,45,19,15,21
b3993,8,11,52,43,11,9,12,13,18,1,10,24,42,11,21,4
b3994,63,91,230,146,98,39,67,88,85,42,82,101,117,100,69,67
b3995,70,55,420,331,219,34,90,170,80,81,212,184,394,149,140,84
b3996,303,341,598,477,298,191,195,230,172,134,586,344,467,237,259,161
b3997,385,565,1266,948,779,341,350,404,288,408,838,761,678,607,563,403
b3998,95,185,310,285,129,97,78,79,102,87,245,234,138,121,220,144
b3999,1066,1698,2307,1913,1461,955,862,917,802,956,2061,2015,1751,1273,1714,1005
b4000,2985,8728,24496,18629,8748,3200,3377,5565,3745,2592,11853,13460,12757,8380,10279,3270
b4001,179,302,473,437,226,147,180,110,159,164,357,552,333,220,411,272
b4002,3,9,39,14,22,4,2,10,1,6,13,12,21,14,8,12
b4003,160,286,1595,1060,1023,210,231,335,223,612,255,1150,643,657,920,625
b4004,140,331,895,640,506,201,156,216,159,325,332,1431,416,316,509,630
b4005,1078,302,234,322,134,181,188,94,187,121,3245,142,182,164,295,84
b4006,2124,287,245,272,176,232,208,120,152,158,4630,218,182,156,342,105
b4011,71,37,58,56,17,20,40,48,42,13,176,69,37,38,42,35
b4012,142,290,545,402,324,186,117,191,152,140,291,413,390,189,227,246
b4013,27,54,104,80,39,19,51,94,24,24,38,107,115,35,93,48
b4014,414,643,5578,2353,2981,301,692,3021,575,254,1377,2036,7120,1096,533,841
b4015,198,472,3406,1881,2128,246,184,1011,176,189,550,1110,2310,1019,302,539
b4016,66,95,611,262,304,72,53,183,19,37,147,276,385,128,55,108
b4017,33,29,82,67,47,23,47,69,30,10,43,44,66,32,40,28
b4018,641,748,1464,1391,773,376,539,575,573,390,1367,953,1207,709,836,499
b4019,999,1146,4740,3362,2687,788,523,1309,472,1109,2295,3023,2883,1876,1746,1350
b4020,225,316,749,579,478,203,181,268,196,170,313,583,493,324,310,316
b4021,271,407,699,586,395,345,51,94,52,453,423,557,177,415,661,294
b4022,576,1048,1300,1190,671,615,393,340,389,438,1186,1525,833,631,918,727
b4023,37,106,203,131,147,73,26,79,22,90,87,148,110,96,87,94
b4024,112,268,748,508,371,240,148,367,150,194,300,630,685,255,362,341
b4025,3535,8324,12286,9368,7447,4700,3397,3686,3367,5144,7519,9356,6895,5652,8453,4649
b4026,0,8,7,14,2,0,0,4,3,0,18,9,4,4,9,5
b4027,0,0,0,3,2,0,1,4,4,0,0,3,2,4,6,2
b4028,0,3,7,9,4,0,5,13,0,3,3,2,2,1,6,2
b4029,4,35,43,54,26,16,20,30,12,5,30,37,29,17,31,20
b4620,10,12,26,22,22,8,3,21,9,10,16,15,14,15,4,16
b4030,0,27,4,6,3,11,3,9,1,1,3,10,9,4,0,10
b4031,75,19,18,55,28,21,7,12,4,7,109,102,13,27,6,45
b4032,1420,332,1245,2133,667,283,2,85,3,212,2889,3947,199,1219,374,1746
b4033,6459,885,10389,13160,4729,761,50,673,38,3454,14132,24477,1671,6980,7204,10843
